time,event,amount
2024-04-02T20:53:16,Strategy,$23750.00
2024-04-02T20:53:16,Account,$273750.00
2024-04-03T07:52:18,Profit,$440.00
2024-04-03T07:52:18,Strategy,$24190.00
2024-04-03T07:52:18,Account,$275910.00
2024-04-03T08:01:57,Profit,$1760.00
2024-04-03T08:01:57,Strategy,$25950.00
2024-04-03T08:01:57,Account,$275950.00
2024-04-03T09:11:03,Loss,$-125.00
2024-04-03T09:11:03,Strategy,$25825.00
2024-04-03T09:11:03,Account,$275825.00
2024-04-03T09:40:36,Loss,$-2150.00
2024-04-03T09:40:36,Strategy,$23675.00
2024-04-03T09:40:36,Account,$273675.00
2024-04-03T10:03:33,Profit,$75.00
2024-04-03T10:03:33,Strategy,$23750.00
2024-04-03T10:03:33,Account,$273750.00
2024-04-03T15:23:42,Profit,$440.00
2024-04-03T15:23:42,Strategy,$24190.00
2024-04-03T15:23:42,Account,$275930.00
2024-04-03T15:28:20,Profit,$1600.00
2024-04-03T15:28:20,Strategy,$25790.00
2024-04-03T15:28:20,Account,$275790.00
2024-04-03T15:54:50,Loss,$-1875.00
2024-04-03T15:54:50,Strategy,$23915.00
2024-04-03T15:54:50,Account,$273915.00
2024-04-03T18:18:02,Loss,$-1625.00
2024-04-03T18:18:02,Strategy,$22290.00
2024-04-03T18:18:02,Account,$272290.00
2024-04-03T19:51:28,Loss,$-1575.00
2024-04-03T19:51:28,Strategy,$20715.00
2024-04-03T19:51:28,Account,$270715.00
2024-04-03T20:31:11,Profit,$475.00
2024-04-03T20:31:11,Strategy,$21190.00
2024-04-03T20:31:11,Account,$271190.00
2024-04-03T20:55:14,Loss,$-25.00
2024-04-03T20:55:14,Strategy,$21165.00
2024-04-03T20:55:14,Account,$271165.00
2024-04-03T21:31:22,Loss,$-825.00
2024-04-03T21:31:22,Strategy,$20340.00
2024-04-03T21:31:22,Account,$270340.00
2024-04-04T01:34:47,Profit,$440.00
2024-04-04T01:34:47,Strategy,$20780.00
2024-04-04T01:34:47,Account,$272540.00
2024-04-04T01:37:11,Profit,$1800.00
2024-04-04T01:37:11,Strategy,$22580.00
2024-04-04T01:37:11,Account,$272580.00
2024-04-04T15:52:08,Profit,$440.00
2024-04-04T15:52:08,Strategy,$23020.00
2024-04-04T15:52:08,Account,$274760.00
2024-04-04T15:52:24,Profit,$1060.00
2024-04-04T15:52:24,Strategy,$24080.00
2024-04-04T15:52:24,Account,$274080.00
2024-04-04T16:23:02,Profit,$440.00
2024-04-04T16:23:02,Strategy,$24520.00
2024-04-04T16:23:02,Account,$276580.00
2024-04-04T16:23:27,Profit,$1560.00
2024-04-04T16:23:27,Strategy,$26080.00
2024-04-04T16:23:27,Account,$276080.00
2024-04-04T17:07:21,Loss,$-1325.00
2024-04-04T17:07:21,Strategy,$24755.00
2024-04-04T17:07:21,Account,$274755.00
2024-04-04T17:28:46,Loss,$-425.00
2024-04-04T17:28:46,Strategy,$24330.00
2024-04-04T17:28:46,Account,$274330.00
2024-04-04T19:42:01,Profit,$440.00
2024-04-04T19:42:01,Strategy,$24770.00
2024-04-04T19:42:01,Account,$276330.00
2024-04-04T19:47:24,Profit,$720.00
2024-04-04T19:47:24,Strategy,$25490.00
2024-04-04T19:47:24,Account,$278040.00
2024-04-04T19:47:25,Profit,$830.00
2024-04-04T19:47:25,Strategy,$26320.00
2024-04-04T19:47:25,Account,$278050.00
2024-04-04T19:47:27,Profit,$1390.00
2024-04-04T19:47:27,Strategy,$27710.00
2024-04-04T19:47:27,Account,$277710.00
2024-04-04T20:44:31,Profit,$440.00
2024-04-04T20:44:31,Strategy,$28150.00
2024-04-04T20:44:31,Account,$280170.00
2024-04-04T20:44:51,Profit,$1550.00
2024-04-04T20:44:51,Strategy,$29700.00
2024-04-04T20:44:51,Account,$281290.00
2024-04-04T20:44:57,Profit,$1420.00
2024-04-04T20:44:57,Strategy,$31120.00
2024-04-04T20:44:57,Account,$281120.00
2024-04-04T20:47:36,Loss,$-1325.00
2024-04-04T20:47:36,Strategy,$29795.00
2024-04-04T20:47:36,Account,$279795.00
2024-04-04T20:51:01,Loss,$-1525.00
2024-04-04T20:51:01,Strategy,$28270.00
2024-04-04T20:51:01,Account,$278270.00
2024-04-04T21:04:44,Profit,$440.00
2024-04-04T21:04:44,Strategy,$28710.00
2024-04-04T21:04:44,Account,$280610.00
2024-04-04T21:04:44,Profit,$1380.00
2024-04-04T21:04:44,Strategy,$30090.00
2024-04-04T21:04:44,Account,$280090.00
2024-04-04T21:08:26,Loss,$-1350.00
2024-04-04T21:08:26,Strategy,$28740.00
2024-04-04T21:08:26,Account,$278740.00
2024-04-04T21:16:10,Loss,$-450.00
2024-04-04T21:16:10,Strategy,$28290.00
2024-04-04T21:16:10,Account,$278290.00
2024-04-04T21:17:48,Profit,$475.00
2024-04-04T21:17:48,Strategy,$28765.00
2024-04-04T21:17:48,Account,$278765.00
2024-04-04T21:24:10,Profit,$225.00
2024-04-04T21:24:10,Strategy,$28990.00
2024-04-04T21:24:10,Account,$278990.00
2024-04-04T21:27:49,Profit,$440.00
2024-04-04T21:27:49,Strategy,$29430.00
2024-04-04T21:27:49,Account,$281430.00
2024-04-04T21:29:12,Profit,$720.00
2024-04-04T21:29:12,Strategy,$30150.00
2024-04-04T21:29:12,Account,$282325.00
2024-04-04T21:29:15,Profit,$1725.00
2024-04-04T21:29:15,Strategy,$31875.00
2024-04-04T21:29:15,Account,$281875.00
2024-04-04T21:54:10,Loss,$-350.00
2024-04-04T21:54:10,Strategy,$31525.00
2024-04-04T21:54:10,Account,$281525.00
2024-04-04T21:57:00,Profit,$440.00
2024-04-04T21:57:00,Strategy,$31965.00
2024-04-04T21:57:00,Account,$283505.00
2024-04-04T21:58:41,Profit,$720.00
2024-04-04T21:58:41,Strategy,$32685.00
2024-04-04T21:58:41,Account,$284785.00
2024-04-04T21:58:57,Profit,$1860.00
2024-04-04T21:58:57,Strategy,$34545.00
2024-04-04T21:58:57,Account,$284545.00
2024-04-04T22:18:52,Profit,$440.00
2024-04-04T22:18:52,Strategy,$34985.00
2024-04-04T22:18:52,Account,$286765.00
2024-04-04T22:18:57,Profit,$1180.00
2024-04-04T22:18:57,Strategy,$36165.00
2024-04-04T22:18:57,Account,$286165.00
2024-04-04T22:38:41,Loss,$-1175.00
2024-04-04T22:38:41,Strategy,$34990.00
2024-04-04T22:38:41,Account,$284990.00
2024-04-05T02:10:09,Loss,$-1775.00
2024-04-05T02:10:09,Strategy,$33215.00
2024-04-05T02:10:09,Account,$283215.00
2024-04-05T08:28:21,Loss,$-750.00
2024-04-05T08:28:21,Strategy,$32465.00
2024-04-05T08:28:21,Account,$282465.00
2024-04-05T09:20:56,Loss,$-1950.00
2024-04-05T09:20:56,Strategy,$30515.00
2024-04-05T09:20:56,Account,$280515.00
2024-04-05T14:30:05,Loss,$-475.00
2024-04-05T14:30:05,Strategy,$30040.00
2024-04-05T14:30:05,Account,$280040.00
2024-04-05T14:33:09,Profit,$440.00
2024-04-05T14:33:09,Strategy,$30480.00
2024-04-05T14:33:09,Account,$282280.00
2024-04-05T14:33:16,Profit,$1260.00
2024-04-05T14:33:16,Strategy,$31740.00
2024-04-05T14:33:16,Account,$281740.00
2024-04-05T14:34:23,Loss,$-175.00
2024-04-05T14:34:23,Strategy,$31565.00
2024-04-05T14:34:23,Account,$281565.00
2024-04-05T14:37:23,Loss,$-1450.00
2024-04-05T14:37:23,Strategy,$30115.00
2024-04-05T14:37:23,Account,$280115.00
2024-04-05T14:42:25,Loss,$-2500.00
2024-04-05T14:42:25,Strategy,$27615.00
2024-04-05T14:42:25,Account,$277615.00
2024-04-05T15:03:46,Profit,$440.00
2024-04-05T15:03:46,Strategy,$28055.00
2024-04-05T15:03:46,Account,$279395.00
2024-04-05T15:03:46,Profit,$660.00
2024-04-05T15:03:46,Strategy,$28715.00
2024-04-05T15:03:46,Account,$278715.00
2024-04-05T15:25:19,Loss,$-650.00
2024-04-05T15:25:19,Strategy,$28065.00
2024-04-05T15:25:19,Account,$278065.00
2024-04-05T15:30:30,Loss,$-725.00
2024-04-05T15:30:30,Strategy,$27340.00
2024-04-05T15:30:30,Account,$277340.00
2024-04-05T15:37:48,Profit,$440.00
2024-04-05T15:37:48,Strategy,$27780.00
2024-04-05T15:37:48,Account,$279600.00
2024-04-05T15:37:59,Profit,$1140.00
2024-04-05T15:37:59,Strategy,$28920.00
2024-04-05T15:37:59,Account,$278920.00
2024-04-05T15:52:36,Loss,$-2175.00
2024-04-05T15:52:36,Strategy,$26745.00
2024-04-05T15:52:36,Account,$276745.00
2024-04-05T16:26:39,Profit,$440.00
2024-04-05T16:26:39,Strategy,$27185.00
2024-04-05T16:26:39,Account,$278805.00
2024-04-05T16:27:11,Profit,$1780.00
2024-04-05T16:27:11,Strategy,$28965.00
2024-04-05T16:27:11,Account,$278965.00
2024-04-05T17:15:03,Profit,$440.00
2024-04-05T17:15:03,Strategy,$29405.00
2024-04-05T17:15:03,Account,$280865.00
2024-04-05T17:16:20,Profit,$720.00
2024-04-05T17:16:20,Strategy,$30125.00
2024-04-05T17:16:20,Account,$282210.00
2024-04-05T17:16:27,Profit,$830.00
2024-04-05T17:16:27,Strategy,$30955.00
2024-04-05T17:16:27,Account,$282575.00
2024-04-05T17:16:45,Profit,$1370.00
2024-04-05T17:16:45,Strategy,$32325.00
2024-04-05T17:16:45,Account,$282325.00
2024-04-05T17:28:55,Loss,$-1200.00
2024-04-05T17:28:55,Strategy,$31125.00
2024-04-05T17:28:55,Account,$281125.00
2024-04-05T18:33:29,Profit,$440.00
2024-04-05T18:33:29,Strategy,$31565.00
2024-04-05T18:33:29,Account,$283085.00
2024-04-05T18:33:29,Profit,$880.00
2024-04-05T18:33:29,Strategy,$32445.00
2024-04-05T18:33:29,Account,$282445.00
2024-04-05T18:51:43,Loss,$-1225.00
2024-04-05T18:51:43,Strategy,$31220.00
2024-04-05T18:51:43,Account,$281220.00
2024-04-05T19:55:01,Profit,$440.00
2024-04-05T19:55:01,Strategy,$31660.00
2024-04-05T19:55:01,Account,$283320.00
2024-04-05T19:57:12,Profit,$720.00
2024-04-05T19:57:12,Strategy,$32380.00
2024-04-05T19:57:12,Account,$284780.00
2024-04-05T19:57:14,Profit,$830.00
2024-04-05T19:57:14,Strategy,$33210.00
2024-04-05T19:57:14,Account,$284990.00
2024-04-05T19:57:18,Profit,$1850.00
2024-04-05T19:57:18,Strategy,$35060.00
2024-04-05T19:57:18,Account,$285060.00
2024-04-05T20:29:57,Profit,$440.00
2024-04-05T20:29:57,Strategy,$35500.00
2024-04-05T20:29:57,Account,$287300.00
2024-04-05T20:29:57,Profit,$20.00
2024-04-05T20:29:57,Strategy,$35520.00
2024-04-05T20:29:57,Account,$285520.00
2024-04-05T20:33:22,Loss,$-950.00
2024-04-05T20:33:22,Strategy,$34570.00
2024-04-05T20:33:22,Account,$284570.00
2024-04-05T20:49:01,Profit,$440.00
2024-04-05T20:49:01,Strategy,$35010.00
2024-04-05T20:49:01,Account,$286670.00
2024-04-05T20:50:15,Profit,$1400.00
2024-04-05T20:50:15,Strategy,$36410.00
2024-04-05T20:50:15,Account,$286410.00
2024-04-05T20:58:14,Loss,$-1150.00
2024-04-05T20:58:14,Strategy,$35260.00
2024-04-05T20:58:14,Account,$285260.00
2024-04-05T21:28:22,Loss,$-900.00
2024-04-05T21:28:22,Strategy,$34360.00
2024-04-05T21:28:22,Account,$284360.00
2024-04-05T21:52:30,Loss,$-1750.00
2024-04-05T21:52:30,Strategy,$32610.00
2024-04-05T21:52:30,Account,$282610.00
2024-04-08T08:00:22,Loss,$-1600.00
2024-04-08T08:00:22,Strategy,$31010.00
2024-04-08T08:00:22,Account,$281010.00
2024-04-08T08:27:29,Loss,$-325.00
2024-04-08T08:27:29,Strategy,$30685.00
2024-04-08T08:27:29,Account,$280685.00
2024-04-08T11:13:23,Loss,$-1200.00
2024-04-08T11:13:23,Strategy,$29485.00
2024-04-08T11:13:23,Account,$279485.00
2024-04-08T12:56:16,Loss,$-1925.00
2024-04-08T12:56:16,Strategy,$27560.00
2024-04-08T12:56:16,Account,$277560.00
2024-04-08T15:29:23,Profit,$440.00
2024-04-08T15:29:23,Strategy,$28000.00
2024-04-08T15:29:23,Account,$279820.00
2024-04-08T15:29:46,Profit,$1540.00
2024-04-08T15:29:46,Strategy,$29540.00
2024-04-08T15:29:46,Account,$279540.00
2024-04-08T15:34:46,Profit,$440.00
2024-04-08T15:34:46,Strategy,$29980.00
2024-04-08T15:34:46,Account,$281840.00
2024-04-08T15:35:15,Profit,$720.00
2024-04-08T15:35:15,Strategy,$30700.00
2024-04-08T15:35:15,Account,$282725.00
2024-04-08T15:35:25,Profit,$830.00
2024-04-08T15:35:25,Strategy,$31530.00
2024-04-08T15:35:25,Account,$283120.00
2024-04-08T15:35:25,Profit,$1380.00
2024-04-08T15:35:25,Strategy,$32910.00
2024-04-08T15:35:25,Account,$282910.00
2024-04-08T16:08:03,Profit,$325.00
2024-04-08T16:08:03,Strategy,$33235.00
2024-04-08T16:08:03,Account,$283235.00
2024-04-08T16:14:08,Loss,$-450.00
2024-04-08T16:14:08,Strategy,$32785.00
2024-04-08T16:14:08,Account,$282785.00
2024-04-08T16:18:07,Loss,$-1275.00
2024-04-08T16:18:07,Strategy,$31510.00
2024-04-08T16:18:07,Account,$281510.00
2024-04-08T17:02:31,Profit,$440.00
2024-04-08T17:02:31,Strategy,$31950.00
2024-04-08T17:02:31,Account,$283970.00
2024-04-08T17:02:36,Profit,$2020.00
2024-04-08T17:02:36,Strategy,$33970.00
2024-04-08T17:02:36,Account,$283970.00
2024-04-08T18:13:55,Profit,$800.00
2024-04-08T18:13:55,Strategy,$34770.00
2024-04-08T18:13:55,Account,$284770.00
2024-04-08T19:55:09,Profit,$100.00
2024-04-08T19:55:09,Strategy,$34870.00
2024-04-08T19:55:09,Account,$284870.00
2024-04-08T20:15:47,Loss,$-2175.00
2024-04-08T20:15:47,Strategy,$32695.00
2024-04-08T20:15:47,Account,$282695.00
2024-04-08T20:46:24,Profit,$440.00
2024-04-08T20:46:24,Strategy,$33135.00
2024-04-08T20:46:24,Account,$284875.00
2024-04-08T20:46:51,Profit,$940.00
2024-04-08T20:46:51,Strategy,$34075.00
2024-04-08T20:46:51,Account,$284075.00
2024-04-08T21:29:41,Loss,$-1875.00
2024-04-08T21:29:41,Strategy,$32200.00
2024-04-08T21:29:41,Account,$282200.00
2024-04-08T21:57:19,Loss,$-450.00
2024-04-08T21:57:19,Strategy,$31750.00
2024-04-08T21:57:19,Account,$281750.00
2024-04-09T15:17:13,Loss,$-2225.00
2024-04-09T15:17:13,Strategy,$29525.00
2024-04-09T15:17:13,Account,$279525.00
2024-04-09T15:34:19,Profit,$440.00
2024-04-09T15:34:19,Strategy,$29965.00
2024-04-09T15:34:19,Account,$282165.00
2024-04-09T15:34:47,Profit,$720.00
2024-04-09T15:34:47,Strategy,$30685.00
2024-04-09T15:34:47,Account,$282590.00
2024-04-09T15:35:04,Profit,$830.00
2024-04-09T15:35:04,Strategy,$31515.00
2024-04-09T15:35:04,Account,$283115.00
2024-04-09T15:35:30,Profit,$1430.00
2024-04-09T15:35:30,Strategy,$32945.00
2024-04-09T15:35:30,Account,$282945.00
2024-04-09T15:55:07,Loss,$-1675.00
2024-04-09T15:55:07,Strategy,$31270.00
2024-04-09T15:55:07,Account,$281270.00
2024-04-09T16:22:49,Loss,$-775.00
2024-04-09T16:22:49,Strategy,$30495.00
2024-04-09T16:22:49,Account,$280495.00
2024-04-09T16:27:06,Profit,$440.00
2024-04-09T16:27:06,Strategy,$30935.00
2024-04-09T16:27:06,Account,$282815.00
2024-04-09T16:27:19,Profit,$720.00
2024-04-09T16:27:19,Strategy,$31655.00
2024-04-09T16:27:19,Account,$283635.00
2024-04-09T16:28:00,Profit,$830.00
2024-04-09T16:28:00,Strategy,$32485.00
2024-04-09T16:28:00,Account,$284055.00
2024-04-09T16:28:32,Profit,$1165.00
2024-04-09T16:28:32,Strategy,$33650.00
2024-04-09T16:28:32,Account,$284860.00
2024-04-09T16:29:23,Profit,$1425.00
2024-04-09T16:29:23,Strategy,$35075.00
2024-04-09T16:29:23,Account,$285075.00
2024-04-09T16:32:59,Loss,$-2050.00
2024-04-09T16:32:59,Strategy,$33025.00
2024-04-09T16:32:59,Account,$283025.00
2024-04-09T16:41:45,Profit,$440.00
2024-04-09T16:41:45,Strategy,$33465.00
2024-04-09T16:41:45,Account,$285265.00
2024-04-09T16:41:48,Profit,$820.00
2024-04-09T16:41:48,Strategy,$34285.00
2024-04-09T16:41:48,Account,$284285.00
2024-04-09T16:48:17,Profit,$440.00
2024-04-09T16:48:17,Strategy,$34725.00
2024-04-09T16:48:17,Account,$286725.00
2024-04-09T16:48:19,Profit,$1140.00
2024-04-09T16:48:19,Strategy,$35865.00
2024-04-09T16:48:19,Account,$285865.00
2024-04-09T17:35:13,Loss,$-25.00
2024-04-09T17:35:13,Strategy,$35840.00
2024-04-09T17:35:13,Account,$285840.00
2024-04-09T19:02:54,Loss,$-1425.00
2024-04-09T19:02:54,Strategy,$34415.00
2024-04-09T19:02:54,Account,$284415.00
2024-04-09T19:32:08,Loss,$-775.00
2024-04-09T19:32:08,Strategy,$33640.00
2024-04-09T19:32:08,Account,$283640.00
2024-04-09T20:52:28,Loss,$-825.00
2024-04-09T20:52:28,Strategy,$32815.00
2024-04-09T20:52:28,Account,$282815.00
2024-04-09T21:02:58,Profit,$725.00
2024-04-09T21:02:58,Strategy,$33540.00
2024-04-09T21:02:58,Account,$283540.00
2024-04-09T21:39:34,Profit,$440.00
2024-04-09T21:39:34,Strategy,$33980.00
2024-04-09T21:39:34,Account,$285860.00
2024-04-09T21:41:57,Profit,$720.00
2024-04-09T21:41:57,Strategy,$34700.00
2024-04-09T21:41:57,Account,$286965.00
2024-04-09T21:42:00,Profit,$830.00
2024-04-09T21:42:00,Strategy,$35530.00
2024-04-09T21:42:00,Account,$287080.00
2024-04-09T21:42:00,Profit,$1380.00
2024-04-09T21:42:00,Strategy,$36910.00
2024-04-09T21:42:00,Account,$286910.00
2024-04-09T22:50:36,Profit,$6720.00
2024-04-09T22:50:36,Strategy,$43630.00
2024-04-09T22:50:36,Account,$293735.00
2024-04-10T02:00:05,Profit,$250.00
2024-04-10T02:00:05,Strategy,$43880.00
2024-04-10T02:00:05,Account,$293880.00
2024-04-10T09:16:59,Loss,$-1275.00
2024-04-10T09:16:59,Strategy,$42605.00
2024-04-10T09:16:59,Account,$292605.00
2024-04-10T09:50:56,Loss,$-2075.00
2024-04-10T09:50:56,Strategy,$40530.00
2024-04-10T09:50:56,Account,$290530.00
2024-04-10T10:53:44,Loss,$-1500.00
2024-04-10T10:53:44,Strategy,$39030.00
2024-04-10T10:53:44,Account,$289030.00
2024-04-10T14:29:54,Profit,$400.00
2024-04-10T14:29:54,Strategy,$39430.00
2024-04-10T14:29:54,Account,$289430.00
2024-04-10T14:30:01,Profit,$2225.00
2024-04-10T14:30:01,Strategy,$41655.00
2024-04-10T14:30:01,Account,$291655.00
2024-04-10T14:31:58,Profit,$440.00
2024-04-10T14:31:58,Strategy,$42095.00
2024-04-10T14:31:58,Account,$293975.00
2024-04-10T14:32:03,Profit,$1240.00
2024-04-10T14:32:03,Strategy,$43335.00
2024-04-10T14:32:03,Account,$293335.00
2024-04-10T14:38:22,Loss,$-200.00
2024-04-10T14:38:22,Strategy,$43135.00
2024-04-10T14:38:22,Account,$293135.00
2024-04-10T14:39:34,Loss,$-200.00
2024-04-10T14:39:34,Strategy,$42935.00
2024-04-10T14:39:34,Account,$292935.00
2024-04-10T14:40:49,Loss,$-1050.00
2024-04-10T14:40:49,Strategy,$41885.00
2024-04-10T14:40:49,Account,$291885.00
2024-04-10T14:42:02,Profit,$1300.00
2024-04-10T14:42:02,Strategy,$43185.00
2024-04-10T14:42:02,Account,$293185.00
2024-04-10T15:01:55,Loss,$-375.00
2024-04-10T15:01:55,Strategy,$42810.00
2024-04-10T15:01:55,Account,$292810.00
2024-04-10T15:04:31,Profit,$150.00
2024-04-10T15:04:31,Strategy,$42960.00
2024-04-10T15:04:31,Account,$292960.00
2024-04-10T15:11:08,Profit,$175.00
2024-04-10T15:11:08,Strategy,$43135.00
2024-04-10T15:11:08,Account,$293135.00
2024-04-10T15:31:38,Loss,$-1675.00
2024-04-10T15:31:38,Strategy,$41460.00
2024-04-10T15:31:38,Account,$291460.00
2024-04-10T15:39:51,Loss,$-1600.00
2024-04-10T15:39:51,Strategy,$39860.00
2024-04-10T15:39:51,Account,$289860.00
2024-04-10T16:05:31,Loss,$-2225.00
2024-04-10T16:05:31,Strategy,$37635.00
2024-04-10T16:05:31,Account,$287635.00
2024-04-10T16:25:16,Loss,$-1025.00
2024-04-10T16:25:16,Strategy,$36610.00
2024-04-10T16:25:16,Account,$286610.00
2024-04-10T16:28:14,Loss,$-550.00
2024-04-10T16:28:14,Strategy,$36060.00
2024-04-10T16:28:14,Account,$286060.00
2024-04-10T16:32:32,Loss,$-1850.00
2024-04-10T16:32:32,Strategy,$34210.00
2024-04-10T16:32:32,Account,$284210.00
2024-04-10T16:54:19,Profit,$440.00
2024-04-10T16:54:19,Strategy,$34650.00
2024-04-10T16:54:19,Account,$286350.00
2024-04-10T16:55:35,Profit,$2060.00
2024-04-10T16:55:35,Strategy,$36710.00
2024-04-10T16:55:35,Account,$286710.00
2024-04-10T17:07:38,Loss,$-990.00
2024-04-10T17:07:38,Strategy,$35720.00
2024-04-10T17:07:38,Account,$285070.00
2024-04-10T17:07:38,Loss,$-660.00
2024-04-10T17:07:38,Strategy,$35060.00
2024-04-10T17:07:38,Account,$285060.00
2024-04-10T17:13:30,Profit,$440.00
2024-04-10T17:13:30,Strategy,$35500.00
2024-04-10T17:13:30,Account,$287160.00
2024-04-10T17:13:37,Profit,$820.00
2024-04-10T17:13:37,Strategy,$36320.00
2024-04-10T17:13:37,Account,$286320.00
2024-04-10T17:44:25,Profit,$440.00
2024-04-10T17:44:25,Strategy,$36760.00
2024-04-10T17:44:25,Account,$288560.00
2024-04-10T17:44:42,Profit,$1200.00
2024-04-10T17:44:42,Strategy,$37960.00
2024-04-10T17:44:42,Account,$287960.00
2024-04-10T19:26:00,Loss,$-320.00
2024-04-10T19:26:00,Strategy,$37640.00
2024-04-10T19:26:00,Account,$286420.00
2024-04-10T19:26:00,Loss,$-1280.00
2024-04-10T19:26:00,Strategy,$36360.00
2024-04-10T19:26:00,Account,$286360.00
2024-04-10T19:32:41,Profit,$440.00
2024-04-10T19:32:41,Strategy,$36800.00
2024-04-10T19:32:41,Account,$288580.00
2024-04-10T19:33:14,Profit,$720.00
2024-04-10T19:33:14,Strategy,$37520.00
2024-04-10T19:33:14,Account,$289635.00
2024-04-10T19:33:17,Profit,$1635.00
2024-04-10T19:33:17,Strategy,$39155.00
2024-04-10T19:33:17,Account,$289155.00
2024-04-10T19:37:22,Loss,$-125.00
2024-04-10T19:37:22,Strategy,$39030.00
2024-04-10T19:37:22,Account,$289030.00
2024-04-10T19:49:31,Loss,$-1100.00
2024-04-10T19:49:31,Strategy,$37930.00
2024-04-10T19:49:31,Account,$287930.00
2024-04-10T19:52:18,Loss,$-475.00
2024-04-10T19:52:18,Strategy,$37455.00
2024-04-10T19:52:18,Account,$287455.00
2024-04-10T19:58:44,Profit,$440.00
2024-04-10T19:58:44,Strategy,$37895.00
2024-04-10T19:58:44,Account,$289355.00
2024-04-10T19:59:02,Profit,$1300.00
2024-04-10T19:59:02,Strategy,$39195.00
2024-04-10T19:59:02,Account,$289195.00
2024-04-10T20:12:25,Loss,$-1625.00
2024-04-10T20:12:25,Strategy,$37570.00
2024-04-10T20:12:25,Account,$287570.00
2024-04-10T20:23:42,Profit,$440.00
2024-04-10T20:23:42,Strategy,$38010.00
2024-04-10T20:23:42,Account,$289770.00
2024-04-10T20:23:42,Profit,$1060.00
2024-04-10T20:23:42,Strategy,$39070.00
2024-04-10T20:23:42,Account,$289070.00
2024-04-10T20:33:18,Loss,$-225.00
2024-04-10T20:33:18,Strategy,$38845.00
2024-04-10T20:33:18,Account,$288845.00
2024-04-10T21:07:44,Loss,$-175.00
2024-04-10T21:07:44,Strategy,$38670.00
2024-04-10T21:07:44,Account,$288670.00
2024-04-10T21:59:57,Exit on session close,18193.30
2024-04-10T21:59:57,Profit,$695.00
2024-04-10T21:59:57,Strategy,$39365.00
2024-04-10T21:59:57,Account,$289365.00
2024-04-11T00:06:32,Profit,$525.00
2024-04-11T00:06:32,Strategy,$39890.00
2024-04-11T00:06:32,Account,$289890.00
2024-04-11T02:19:53,Loss,$-1550.00
2024-04-11T02:19:53,Strategy,$38340.00
2024-04-11T02:19:53,Account,$288340.00
2024-04-11T03:37:05,Loss,$-975.00
2024-04-11T03:37:05,Strategy,$37365.00
2024-04-11T03:37:05,Account,$287365.00
2024-04-11T09:40:18,Loss,$-475.00
2024-04-11T09:40:18,Strategy,$36890.00
2024-04-11T09:40:18,Account,$286890.00
2024-04-11T13:21:10,Profit,$950.00
2024-04-11T13:21:10,Strategy,$37840.00
2024-04-11T13:21:10,Account,$287840.00
2024-04-11T14:30:02,Profit,$1745.00
2024-04-11T14:30:02,Strategy,$39585.00
2024-04-11T14:30:02,Account,$289585.00
2024-04-11T14:47:10,Profit,$325.00
2024-04-11T14:47:10,Strategy,$39910.00
2024-04-11T14:47:10,Account,$289910.00
2024-04-11T15:05:31,Loss,$-1300.00
2024-04-11T15:05:31,Strategy,$38610.00
2024-04-11T15:05:31,Account,$288610.00
2024-04-11T15:45:03,Loss,$-225.00
2024-04-11T15:45:03,Strategy,$38385.00
2024-04-11T15:45:03,Account,$288385.00
2024-04-11T15:55:00,Loss,$-625.00
2024-04-11T15:55:00,Strategy,$37760.00
2024-04-11T15:55:00,Account,$287760.00
2024-04-11T15:58:31,Loss,$-1125.00
2024-04-11T15:58:31,Strategy,$36635.00
2024-04-11T15:58:31,Account,$286635.00
2024-04-11T16:01:04,Profit,$450.00
2024-04-11T16:01:04,Strategy,$37085.00
2024-04-11T16:01:04,Account,$287085.00
2024-04-11T16:07:43,Profit,$50.00
2024-04-11T16:07:43,Strategy,$37135.00
2024-04-11T16:07:43,Account,$287135.00
2024-04-11T16:15:34,Profit,$440.00
2024-04-11T16:15:34,Strategy,$37575.00
2024-04-11T16:15:34,Account,$289475.00
2024-04-11T16:16:19,Profit,$720.00
2024-04-11T16:16:19,Strategy,$38295.00
2024-04-11T16:16:19,Account,$290575.00
2024-04-11T16:16:19,Profit,$1740.00
2024-04-11T16:16:19,Strategy,$40035.00
2024-04-11T16:16:19,Account,$290035.00
2024-04-11T18:31:15,Profit,$125.00
2024-04-11T18:31:15,Strategy,$40160.00
2024-04-11T18:31:15,Account,$290160.00
2024-04-11T19:25:01,Loss,$-1125.00
2024-04-11T19:25:01,Strategy,$39035.00
2024-04-11T19:25:01,Account,$289035.00
2024-04-11T21:25:26,Loss,$-1950.00
2024-04-11T21:25:26,Strategy,$37085.00
2024-04-11T21:25:26,Account,$287085.00
2024-04-12T01:56:08,Loss,$-275.00
2024-04-12T01:56:08,Strategy,$36810.00
2024-04-12T01:56:08,Account,$286810.00
2024-04-12T08:19:52,Loss,$-1900.00
2024-04-12T08:19:52,Strategy,$34910.00
2024-04-12T08:19:52,Account,$284910.00
2024-04-12T11:00:16,Profit,$440.00
2024-04-12T11:00:16,Strategy,$35350.00
2024-04-12T11:00:16,Account,$287310.00
2024-04-12T11:09:42,Profit,$720.00
2024-04-12T11:09:42,Strategy,$36070.00
2024-04-12T11:09:42,Account,$288215.00
2024-04-12T11:09:42,Profit,$1605.00
2024-04-12T11:09:42,Strategy,$37675.00
2024-04-12T11:09:42,Account,$287675.00
